0.000 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
0.110 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
2.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=1.968, NAV_HEADING=89.985, NAV_PITCH=0.018, NAV_ROLL=-0.001, NAV_SPEED=0.005, NAV_VX=-0.005, NAV_VY=0.000, NAV_X=-0.006, NAV_Y=0.000, NAV_YAW=-1.571, NAV_Z=-1.968}
270.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=75.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.272, NAV_HEADING=13.928, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.296, NAV_VX=0.284, NAV_VY=-0.084, NAV_X=41.778, NAV_Y=-35.074, NAV_YAW=-0.243, NAV_Z=-14.272}
272.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=75.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.367, NAV_HEADING=13.164, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.284, NAV_VY=-0.081, NAV_X=42.072, NAV_Y=-34.559, NAV_YAW=-0.230, NAV_Z=-14.367}
274.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=75.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.464, NAV_HEADING=13.081, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.295, NAV_VX=0.285, NAV_VY=-0.076, NAV_X=42.355, NAV_Y=-34.037, NAV_YAW=-0.228, NAV_Z=-14.464}
276.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=75.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.560, NAV_HEADING=13.217, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.294, NAV_VX=0.286, NAV_VY=-0.070, NAV_X=42.627, NAV_Y=-33.511, NAV_YAW=-0.231, NAV_Z=-14.560}
278.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=75.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.658, NAV_HEADING=13.430, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.293, NAV_VX=0.286, NAV_VY=-0.064, NAV_X=42.889, NAV_Y=-32.983, NAV_YAW=-0.234, NAV_Z=-14.658}
280.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=76.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.756, NAV_HEADING=12.771, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.285, NAV_VY=-0.064, NAV_X=43.144, NAV_Y=-32.453, NAV_YAW=-0.223, NAV_Z=-14.756}
282.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=77.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.853, NAV_HEADING=12.241, NAV_PITCH=0.026, NAV_ROLL=-0.001, NAV_SPEED=0.293, NAV_VX=0.286, NAV_VY=-0.063, NAV_X=43.392, NAV_Y=-31.920, NAV_YAW=-0.214, NAV_Z=-14.853}
284.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=78.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.951, NAV_HEADING=11.696, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.286, NAV_VY=-0.062, NAV_X=43.633, NAV_Y=-31.384, NAV_YAW=-0.204, NAV_Z=-14.951}
286.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=79.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.049, NAV_HEADING=10.798, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.285, NAV_VY=-0.062, NAV_X=43.866, NAV_Y=-30.845, NAV_YAW=-0.188, NAV_Z=-15.049}
288.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=80.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.147, NAV_HEADING=9.726, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.285, NAV_VY=-0.064, NAV_X=44.093, NAV_Y=-30.304, NAV_YAW=-0.170, NAV_Z=-15.147}
290.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=82.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.244, NAV_HEADING=8.747, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.285, NAV_VY=-0.065, NAV_X=44.312, NAV_Y=-29.759, NAV_YAW=-0.153, NAV_Z=-15.244}
292.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=83.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.342, NAV_HEADING=7.266, NAV_PITCH=0.028, NAV_ROLL=-0.001, NAV_SPEED=0.292, NAV_VX=0.284, NAV_VY=-0.068, NAV_X=44.523, NAV_Y=-29.211, NAV_YAW=-0.127, NAV_Z=-15.342}
294.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=106.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.439, NAV_HEADING=3.432, NAV_PITCH=0.029, NAV_ROLL=-0.002, NAV_SPEED=0.298, NAV_VX=0.287, NAV_VY=-0.081, NAV_X=44.727, NAV_Y=-28.655, NAV_YAW=-0.060, NAV_Z=-15.439}
296.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=108.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.535, NAV_HEADING=354.392, NAV_PITCH=0.045, NAV_ROLL=-0.006, NAV_SPEED=0.298, NAV_VX=0.274, NAV_VY=-0.118, NAV_X=44.918, NAV_Y=-28.090, NAV_YAW=0.098, NAV_Z=-15.535}
298.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=109.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.627, NAV_HEADING=347.688, NAV_PITCH=0.047, NAV_ROLL=-0.005, NAV_SPEED=0.302, NAV_VX=0.270, NAV_VY=-0.135, NAV_X=45.084, NAV_Y=-27.508, NAV_YAW=0.215, NAV_Z=-15.627}
300.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=111.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.717, NAV_HEADING=342.572, NAV_PITCH=0.041, NAV_ROLL=-0.002, NAV_SPEED=0.303, NAV_VX=0.268, NAV_VY=-0.141, NAV_X=45.212, NAV_Y=-26.912, NAV_YAW=0.304, NAV_Z=-15.717}
302.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=113.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.807, NAV_HEADING=338.431, NAV_PITCH=0.038, NAV_ROLL=-0.001, NAV_SPEED=0.302, NAV_VX=0.268, NAV_VY=-0.141, NAV_X=45.297, NAV_Y=-26.309, NAV_YAW=0.376, NAV_Z=-15.807}
304.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=115.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.896, NAV_HEADING=335.407, NAV_PITCH=0.035, NAV_ROLL=-0.001, NAV_SPEED=0.302, NAV_VX=0.270, NAV_VY=-0.136, NAV_X=45.339, NAV_Y=-25.703, NAV_YAW=0.429, NAV_Z=-15.896}
306.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=116.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.986, NAV_HEADING=332.942, NAV_PITCH=0.033, NAV_ROLL=-0.001, NAV_SPEED=0.302, NAV_VX=0.272, NAV_VY=-0.131, NAV_X=45.342, NAV_Y=-25.096, NAV_YAW=0.472, NAV_Z=-15.986}
308.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=117.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.076, NAV_HEADING=331.495, NAV_PITCH=0.031, NAV_ROLL=-0.000, NAV_SPEED=0.301, NAV_VX=0.275, NAV_VY=-0.122, NAV_X=45.308, NAV_Y=-24.491, NAV_YAW=0.498, NAV_Z=-16.076}
310.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=118.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.168, NAV_HEADING=330.368, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.300, NAV_VX=0.277, NAV_VY=-0.114, NAV_X=45.243, NAV_Y=-23.891, NAV_YAW=0.517, NAV_Z=-16.168}
312.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=120.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.260, NAV_HEADING=329.131, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.299, NAV_VX=0.279, NAV_VY=-0.108, NAV_X=45.153, NAV_Y=-23.296, NAV_YAW=0.539, NAV_Z=-16.260}
314.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=122.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.351, NAV_HEADING=327.187, NAV_PITCH=0.030, NAV_ROLL=-0.001, NAV_SPEED=0.298, NAV_VX=0.278, NAV_VY=-0.107, NAV_X=45.043, NAV_Y=-22.722, NAV_YAW=0.573, NAV_Z=-16.351}
316.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=123.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.447, NAV_HEADING=325.286, NAV_PITCH=0.031, NAV_ROLL=-0.001, NAV_SPEED=0.298, NAV_VX=0.279, NAV_VY=-0.105, NAV_X=44.904, NAV_Y=-22.124, NAV_YAW=0.606, NAV_Z=-16.447}
318.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=124.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.541, NAV_HEADING=324.252, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.298, NAV_VX=0.281, NAV_VY=-0.100, NAV_X=44.746, NAV_Y=-21.545, NAV_YAW=0.624, NAV_Z=-16.541}
320.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=124.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.635, NAV_HEADING=323.741, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.298, NAV_VX=0.283, NAV_VY=-0.093, NAV_X=44.569, NAV_Y=-20.973, NAV_YAW=0.633, NAV_Z=-16.635}
322.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=125.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.730, NAV_HEADING=323.079, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.296, NAV_VX=0.283, NAV_VY=-0.089, NAV_X=44.377, NAV_Y=-20.409, NAV_YAW=0.644, NAV_Z=-16.730}
324.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=125.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.826, NAV_HEADING=322.849, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.296, NAV_VX=0.284, NAV_VY=-0.083, NAV_X=44.170, NAV_Y=-19.850, NAV_YAW=0.648, NAV_Z=-16.826}
326.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=126.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.922, NAV_HEADING=322.967, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.295, NAV_VX=0.285, NAV_VY=-0.076, NAV_X=43.951, NAV_Y=-19.298, NAV_YAW=0.646, NAV_Z=-16.922}
328.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=126.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.019, NAV_HEADING=322.430, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.294, NAV_VX=0.285, NAV_VY=-0.073, NAV_X=43.722, NAV_Y=-18.753, NAV_YAW=0.656, NAV_Z=-17.019}
330.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=126.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.116, NAV_HEADING=322.277, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.294, NAV_VX=0.286, NAV_VY=-0.069, NAV_X=43.485, NAV_Y=-18.212, NAV_YAW=0.658, NAV_Z=-17.116}
332.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=126.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.214, NAV_HEADING=322.329, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.293, NAV_VX=0.286, NAV_VY=-0.065, NAV_X=43.239, NAV_Y=-17.675, NAV_YAW=0.657, NAV_Z=-17.214}
334.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=126.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.311, NAV_HEADING=322.460, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.293, NAV_VX=0.287, NAV_VY=-0.060, NAV_X=42.986, NAV_Y=-17.144, NAV_YAW=0.655, NAV_Z=-17.311}
336.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=126.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.409, NAV_HEADING=322.602, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.292, NAV_VX=0.287, NAV_VY=-0.056, NAV_X=42.728, NAV_Y=-16.616, NAV_YAW=0.653, NAV_Z=-17.409}
338.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=126.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.508, NAV_HEADING=322.746, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.292, NAV_VX=0.287, NAV_VY=-0.052, NAV_X=42.465, NAV_Y=-16.092, NAV_YAW=0.650, NAV_Z=-17.508}
340.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=127.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.607, NAV_HEADING=322.459, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.291, NAV_VX=0.286, NAV_VY=-0.051, NAV_X=42.198, NAV_Y=-15.572, NAV_YAW=0.655, NAV_Z=-17.607}
342.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=128.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.705, NAV_HEADING=322.043, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.291, NAV_VX=0.286, NAV_VY=-0.051, NAV_X=41.926, NAV_Y=-15.054, NAV_YAW=0.662, NAV_Z=-17.705}
344.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=129.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.804, NAV_HEADING=321.515, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.291, NAV_VX=0.286, NAV_VY=-0.051, NAV_X=41.650, NAV_Y=-14.539, NAV_YAW=0.672, NAV_Z=-17.804}
346.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=130.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.902, NAV_HEADING=320.412, NAV_PITCH=0.027, NAV_ROLL=-0.001, NAV_SPEED=0.291, NAV_VX=0.286, NAV_VY=-0.054, NAV_X=41.370, NAV_Y=-14.026, NAV_YAW=0.691, NAV_Z=-17.902}
348.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=131.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.000, NAV_HEADING=319.263, NAV_PITCH=0.027, NAV_ROLL=-0.001, NAV_SPEED=0.291, NAV_VX=0.286, NAV_VY=-0.057, NAV_X=41.085, NAV_Y=-13.516, NAV_YAW=0.711, NAV_Z=-18.000}
350.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=133.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.098, NAV_HEADING=318.110, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.291, NAV_VX=0.285, NAV_VY=-0.059, NAV_X=40.793, NAV_Y=-13.008, NAV_YAW=0.731, NAV_Z=-18.098}
352.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=163.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.195, NAV_HEADING=309.518, NAV_PITCH=0.032, NAV_ROLL=-0.004, NAV_SPEED=0.302, NAV_VX=0.285, NAV_VY=-0.097, NAV_X=40.484, NAV_Y=-12.492, NAV_YAW=0.881, NAV_Z=-18.195}
354.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=163.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.289, NAV_HEADING=297.879, NAV_PITCH=0.056, NAV_ROLL=-0.009, NAV_SPEED=0.305, NAV_VX=0.270, NAV_VY=-0.142, NAV_X=40.157, NAV_Y=-11.979, NAV_YAW=1.084, NAV_Z=-18.289}
356.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=164.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.378, NAV_HEADING=290.818, NAV_PITCH=0.051, NAV_ROLL=-0.005, NAV_SPEED=0.308, NAV_VX=0.265, NAV_VY=-0.155, NAV_X=39.787, NAV_Y=-11.482, NAV_YAW=1.207, NAV_Z=-18.378}
358.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=164.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.466, NAV_HEADING=286.281, NAV_PITCH=0.041, NAV_ROLL=-0.001, NAV_SPEED=0.306, NAV_VX=0.265, NAV_VY=-0.153, NAV_X=39.377, NAV_Y=-11.020, NAV_YAW=1.287, NAV_Z=-18.466}
360.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=165.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.553, NAV_HEADING=283.746, NAV_PITCH=0.034, NAV_ROLL=0.000, NAV_SPEED=0.304, NAV_VX=0.268, NAV_VY=-0.143, NAV_X=38.933, NAV_Y=-10.597, NAV_YAW=1.331, NAV_Z=-18.553}
362.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=165.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.641, NAV_HEADING=282.529, NAV_PITCH=0.030, NAV_ROLL=0.000, NAV_SPEED=0.303, NAV_VX=0.274, NAV_VY=-0.130, NAV_X=38.464, NAV_Y=-10.208, NAV_YAW=1.352, NAV_Z=-18.641}
