0.000 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
0.110 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
2.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=1.966, NAV_HEADING=89.999, NAV_PITCH=0.017, NAV_ROLL=-0.001, NAV_SPEED=0.005, NAV_VX=-0.005, NAV_VY=0.000, NAV_X=-0.006, NAV_Y=0.000, NAV_YAW=-1.571, NAV_Z=-1.966}
476.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=173.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=24.462, NAV_HEADING=277.511, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.022, NAV_X=15.961, NAV_Y=-2.043, NAV_YAW=1.440, NAV_Z=-24.462}
478.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=173.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=24.564, NAV_HEADING=277.041, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.023, NAV_X=15.562, NAV_Y=-1.947, NAV_YAW=1.448, NAV_Z=-24.564}
480.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=173.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=24.666, NAV_HEADING=276.829, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.023, NAV_X=15.161, NAV_Y=-1.852, NAV_YAW=1.452, NAV_Z=-24.666}
482.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=173.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=24.768, NAV_HEADING=276.760, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.023, NAV_X=14.760, NAV_Y=-1.757, NAV_YAW=1.453, NAV_Z=-24.768}
484.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=173.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=24.870, NAV_HEADING=276.761, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.022, NAV_X=14.359, NAV_Y=-1.664, NAV_YAW=1.453, NAV_Z=-24.870}
486.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=173.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=24.972, NAV_HEADING=276.807, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.022, NAV_X=13.958, NAV_Y=-1.572, NAV_YAW=1.452, NAV_Z=-24.972}
488.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=174.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=25.074, NAV_HEADING=276.426, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.023, NAV_X=13.557, NAV_Y=-1.480, NAV_YAW=1.459, NAV_Z=-25.074}
490.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=174.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=25.176, NAV_HEADING=276.037, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.024, NAV_X=13.156, NAV_Y=-1.390, NAV_YAW=1.465, NAV_Z=-25.176}
492.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=174.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=25.278, NAV_HEADING=275.848, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.024, NAV_X=12.754, NAV_Y=-1.301, NAV_YAW=1.469, NAV_Z=-25.278}
494.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=174.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=25.379, NAV_HEADING=275.777, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.023, NAV_X=12.351, NAV_Y=-1.212, NAV_YAW=1.470, NAV_Z=-25.379}
496.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=175.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=25.481, NAV_HEADING=275.803, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.023, NAV_X=11.949, NAV_Y=-1.125, NAV_YAW=1.470, NAV_Z=-25.481}
498.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=175.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=25.583, NAV_HEADING=275.520, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.023, NAV_X=11.547, NAV_Y=-1.039, NAV_YAW=1.474, NAV_Z=-25.583}
500.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=175.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=25.685, NAV_HEADING=275.232, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.024, NAV_X=11.144, NAV_Y=-0.954, NAV_YAW=1.479, NAV_Z=-25.685}
502.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=175.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=25.787, NAV_HEADING=275.058, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.024, NAV_X=10.740, NAV_Y=-0.869, NAV_YAW=1.483, NAV_Z=-25.787}
504.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=176.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=25.889, NAV_HEADING=274.954, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.024, NAV_X=10.337, NAV_Y=-0.786, NAV_YAW=1.484, NAV_Z=-25.889}
506.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=176.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=25.991, NAV_HEADING=273.982, NAV_PITCH=0.029, NAV_ROLL=-0.001, NAV_SPEED=0.203, NAV_VX=0.201, NAV_VY=-0.027, NAV_X=9.936, NAV_Y=-0.705, NAV_YAW=1.501, NAV_Z=-25.991}
508.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=176.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=26.093, NAV_HEADING=273.544, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.202, NAV_VY=-0.027, NAV_X=9.534, NAV_Y=-0.624, NAV_YAW=1.509, NAV_Z=-26.093}
510.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=177.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=26.195, NAV_HEADING=273.432, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.203, NAV_VX=0.202, NAV_VY=-0.027, NAV_X=9.131, NAV_Y=-0.545, NAV_YAW=1.511, NAV_Z=-26.195}
512.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=177.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=26.297, NAV_HEADING=272.590, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.203, NAV_VX=0.201, NAV_VY=-0.029, NAV_X=8.730, NAV_Y=-0.467, NAV_YAW=1.526, NAV_Z=-26.297}
514.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=177.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=26.398, NAV_HEADING=272.403, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.202, NAV_VY=-0.029, NAV_X=8.327, NAV_Y=-0.391, NAV_YAW=1.529, NAV_Z=-26.398}
516.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=178.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=26.500, NAV_HEADING=272.051, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.202, NAV_VX=0.200, NAV_VY=-0.029, NAV_X=7.924, NAV_Y=-0.317, NAV_YAW=1.535, NAV_Z=-26.500}
518.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=178.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=26.602, NAV_HEADING=271.406, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.201, NAV_VY=-0.031, NAV_X=7.522, NAV_Y=-0.244, NAV_YAW=1.546, NAV_Z=-26.602}
520.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=179.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=26.704, NAV_HEADING=271.299, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.202, NAV_VY=-0.030, NAV_X=7.117, NAV_Y=-0.173, NAV_YAW=1.548, NAV_Z=-26.704}
522.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=179.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=26.806, NAV_HEADING=270.822, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.202, NAV_VY=-0.031, NAV_X=6.712, NAV_Y=-0.104, NAV_YAW=1.556, NAV_Z=-26.806}
524.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=180.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=26.907, NAV_HEADING=270.689, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.202, NAV_VY=-0.031, NAV_X=6.305, NAV_Y=-0.037, NAV_YAW=1.559, NAV_Z=-26.907}
526.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=180.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=27.009, NAV_HEADING=269.571, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.203, NAV_VX=0.200, NAV_VY=-0.034, NAV_X=5.902, NAV_Y=0.029, NAV_YAW=1.578, NAV_Z=-27.009}
528.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=181.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=27.111, NAV_HEADING=268.616, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.202, NAV_VX=0.199, NAV_VY=-0.036, NAV_X=5.497, NAV_Y=0.092, NAV_YAW=1.595, NAV_Z=-27.111}
530.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=182.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=27.213, NAV_HEADING=267.741, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.203, NAV_VX=0.199, NAV_VY=-0.038, NAV_X=5.092, NAV_Y=0.153, NAV_YAW=1.610, NAV_Z=-27.213}
532.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=183.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=27.314, NAV_HEADING=266.753, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.200, NAV_VY=-0.040, NAV_X=4.687, NAV_Y=0.211, NAV_YAW=1.627, NAV_Z=-27.314}
534.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=184.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=27.416, NAV_HEADING=266.291, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.201, NAV_VY=-0.040, NAV_X=4.279, NAV_Y=0.266, NAV_YAW=1.636, NAV_Z=-27.416}
536.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=185.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=27.517, NAV_HEADING=265.419, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.200, NAV_VY=-0.041, NAV_X=3.872, NAV_Y=0.317, NAV_YAW=1.651, NAV_Z=-27.517}
538.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=186.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=27.619, NAV_HEADING=264.626, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.199, NAV_VY=-0.042, NAV_X=3.464, NAV_Y=0.366, NAV_YAW=1.665, NAV_Z=-27.619}
540.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=188.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=27.720, NAV_HEADING=263.307, NAV_PITCH=0.029, NAV_ROLL=-0.001, NAV_SPEED=0.204, NAV_VX=0.199, NAV_VY=-0.045, NAV_X=3.057, NAV_Y=0.411, NAV_YAW=1.688, NAV_Z=-27.720}
542.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=190.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=27.821, NAV_HEADING=261.891, NAV_PITCH=0.030, NAV_ROLL=-0.001, NAV_SPEED=0.204, NAV_VX=0.198, NAV_VY=-0.048, NAV_X=2.647, NAV_Y=0.452, NAV_YAW=1.712, NAV_Z=-27.821}
544.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=192.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=27.923, NAV_HEADING=260.332, NAV_PITCH=0.030, NAV_ROLL=-0.001, NAV_SPEED=0.205, NAV_VX=0.199, NAV_VY=-0.051, NAV_X=2.237, NAV_Y=0.488, NAV_YAW=1.740, NAV_Z=-27.923}
546.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=195.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=28.024, NAV_HEADING=258.041, NAV_PITCH=0.031, NAV_ROLL=-0.001, NAV_SPEED=0.204, NAV_VX=0.196, NAV_VY=-0.056, NAV_X=1.826, NAV_Y=0.519, NAV_YAW=1.780, NAV_Z=-28.024}
548.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=195.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=28.125, NAV_HEADING=255.896, NAV_PITCH=0.032, NAV_ROLL=-0.001, NAV_SPEED=0.207, NAV_VX=0.197, NAV_VY=-0.061, NAV_X=1.412, NAV_Y=0.544, NAV_YAW=1.817, NAV_Z=-28.125}
550.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=195.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=28.225, NAV_HEADING=254.860, NAV_PITCH=0.030, NAV_ROLL=-0.000, NAV_SPEED=0.208, NAV_VX=0.199, NAV_VY=-0.061, NAV_X=0.995, NAV_Y=0.561, NAV_YAW=1.835, NAV_Z=-28.225}
552.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=195.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=28.326, NAV_HEADING=254.454, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.208, NAV_VX=0.199, NAV_VY=-0.059, NAV_X=0.576, NAV_Y=0.569, NAV_YAW=1.842, NAV_Z=-28.326}
554.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=195.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=28.427, NAV_HEADING=254.368, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.208, NAV_VX=0.200, NAV_VY=-0.056, NAV_X=0.158, NAV_Y=0.571, NAV_YAW=1.844, NAV_Z=-28.427}
556.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=195.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=28.528, NAV_HEADING=254.414, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.208, NAV_VX=0.201, NAV_VY=-0.053, NAV_X=-0.261, NAV_Y=0.566, NAV_YAW=1.843, NAV_Z=-28.528}
558.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=195.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=28.630, NAV_HEADING=254.491, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.208, NAV_VX=0.202, NAV_VY=-0.050, NAV_X=-0.679, NAV_Y=0.556, NAV_YAW=1.841, NAV_Z=-28.630}
560.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=195.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=28.731, NAV_HEADING=254.553, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.207, NAV_VX=0.202, NAV_VY=-0.047, NAV_X=-1.096, NAV_Y=0.540, NAV_YAW=1.840, NAV_Z=-28.731}
562.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=195.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=28.833, NAV_HEADING=254.636, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.207, NAV_VX=0.202, NAV_VY=-0.045, NAV_X=-1.513, NAV_Y=0.521, NAV_YAW=1.839, NAV_Z=-28.833}
564.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=195.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=28.935, NAV_HEADING=254.700, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.207, NAV_VX=0.202, NAV_VY=-0.043, NAV_X=-1.929, NAV_Y=0.498, NAV_YAW=1.838, NAV_Z=-28.935}
